id,nome_original,nome_canonico_proposto,nome_normalizado_chave,plataforma,categoria_atual,subcategoria_atual,papel_catalogo_proposto,escopo_mercado,mercado_principal_proposto,submercado_proposto,mercados_relacionados_propostos,orientacao_b2b_b2c,tipos_sinal_propostos,estagios_funil_propostos,confianca_regra,acao_migracao
146,"Usuários com intenção de compra (in-market) muito recente (7 dias) em viagem e turismo, relacionado a Black Friday/Cyber Monday","Usuários com intenção de compra (in-market) muito recente (7 dias) em viagem e turismo, relacionado a Black Friday/Cyber Monday","usuarios com intencao de compra (in-market) muito recente (7 dias) em viagem e turismo, relacionado a black friday/cyber monday",Programática,Mobilidade,Planejando Férias (Intenção),conceito de audiência,vertical,Varejo & Consumo,Ofertas e sazonalidades,Serviços ao Consumidor,B2C,intenção de compra,Consideração | Conversão,média,mapear
147,"Usuários com intenção de compra (in-market) recente (15 dias) em viagem e turismo, relacionado a Black Friday/Cyber Monday","Usuários com intenção de compra (in-market) recente (15 dias) em viagem e turismo, relacionado a Black Friday/Cyber Monday","usuarios com intencao de compra (in-market) recente (15 dias) em viagem e turismo, relacionado a black friday/cyber monday",Programática,Mobilidade,Planejando Férias (Intenção),conceito de audiência,vertical,Varejo & Consumo,Ofertas e sazonalidades,Serviços ao Consumidor,B2C,intenção de compra,Consideração | Conversão,média,mapear
148,Perfil (Persona) de consumidores que buscam viagens durante o período do Natal,Perfil (Persona) de consumidores que buscam viagens durante o período do Natal,perfil (persona) de consumidores que buscam viagens durante o periodo do natal,Programática,Mobilidade,Planejando Férias (Intenção),conceito de audiência,vertical,Serviços ao Consumidor,Turismo e hospitalidade,,B2C,compra/consumo observado,Consideração | Conversão,alta,mapear
149,Perfil (Persona) focado em planejamento e consumo de turismo para o Ano Novo/Réveillon,Perfil (Persona) focado em planejamento e consumo de turismo para o Ano Novo/Réveillon,perfil (persona) focado em planejamento e consumo de turismo para o ano novo/reveillon,Programática,Mobilidade,Planejando Férias (Intenção),conceito de audiência,vertical,Serviços ao Consumidor,Turismo e hospitalidade,,Transversal/indefinido,,,alta,mapear
150,Público com interesse em 'Mobile Gaming' (branding 'The Enemy'),Público com interesse em 'Mobile Gaming' (branding 'The Enemy'),publico com interesse em 'mobile gaming' (branding 'the enemy'),Programática,Entretenimento & Mídia,Gamers (Jogadores de PC/Console),conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes",Outros / revisar,,Transversal/indefinido,interesse/afinidade,Conhecimento | Consideração,média,mapear
151,Audiência especial com interesse em 'Jogos de Tabuleiro' (branding 'The Enemy'),Audiência especial com interesse em 'Jogos de Tabuleiro' (branding 'The Enemy'),audiencia especial com interesse em 'jogos de tabuleiro' (branding 'the enemy'),Programática,Entretenimento & Mídia,Gamers (Jogadores de PC/Console),conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes",Games,,Transversal/indefinido,interesse/afinidade,Conhecimento | Consideração,alta,mapear
152,Público com interesse em 'Playstation' (branding 'The Enemy'),Público com interesse em 'Playstation' (branding 'The Enemy'),publico com interesse em 'playstation' (branding 'the enemy'),Programática,Entretenimento & Mídia,Gamers (Jogadores de PC/Console),conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes",Games,,Transversal/indefinido,interesse/afinidade,Conhecimento | Consideração,média,mapear
153,Nintendo Lovers Brasil,Nintendo Lovers Brasil,nintendo lovers brasil,Programática,Entretenimento & Mídia,Gamers (Jogadores de PC/Console),conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes",Games,,Transversal/indefinido,,,média,mapear
154,Público com interesse em 'PC Gaming' (branding 'The Enemy'),Público com interesse em 'PC Gaming' (branding 'The Enemy'),publico com interesse em 'pc gaming' (branding 'the enemy'),Programática,Entretenimento & Mídia,Gamers (Jogadores de PC/Console),conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes",Outros / revisar,,Transversal/indefinido,interesse/afinidade,Conhecimento | Consideração,média,mapear
155,Gamers Xbox Brasil Engajados,Gamers Xbox Brasil Engajados,gamers xbox brasil engajados,Programática,Entretenimento & Mídia,Gamers (Jogadores de PC/Console),conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes",Games,,Transversal/indefinido,,,alta,mapear
156,Público semelhante com interesse em 'Jogos Eletrônicos' (branding 'The Enemy'),Público semelhante com interesse em 'Jogos Eletrônicos' (branding 'The Enemy'),publico semelhante com interesse em 'jogos eletronicos' (branding 'the enemy'),Programática,Entretenimento & Mídia,Gamers (Jogadores de PC/Console),conceito de audiência,vertical,Varejo & Consumo,Eletrônicos e eletrodomésticos,"Entretenimento, Conteúdo & Esportes",Transversal/indefinido,modelado/lookalike | interesse/afinidade,Conhecimento | Consideração,média,mapear
157,Profissionais Jurídicos Conectados Brasil,Profissionais Jurídicos Conectados Brasil,profissionais juridicos conectados brasil,Programática,Finanças & Seguros,"Serviços Bancários (Contas, Cartões)",conceito de audiência,vertical,Serviços ao Consumidor,Jurídico e contabilidade,"B2B, Enterprise & Indústria",B2B,cargo/função profissional,,média,mapear
158,Público com intenção de compra (In-Market) em serviços advocatícios e jurídicos para empresas,Público com intenção de compra (In-Market) em serviços advocatícios e jurídicos para empresas,publico com intencao de compra (in-market) em servicos advocaticios e juridicos para empresas,Programática,Finanças & Seguros,"Serviços Bancários (Contas, Cartões)",conceito de audiência,vertical,Serviços ao Consumidor,Jurídico e contabilidade,"B2B, Enterprise & Indústria",Híbrido,intenção de compra | empresa/firmográfico,Consideração | Conversão,média,mapear
159,Intenção de compra de alimentos e petiscos para cachorros,Intenção de compra de alimentos e petiscos para cachorros,intencao de compra de alimentos e petiscos para cachorros,Programática,Consumo & Varejo,Amantes de Pets,conceito de audiência,vertical,Varejo & Consumo,"Alimentos, bebidas e gastronomia",,B2C,intenção de compra,Consideração | Conversão,alta,mapear
160,Intenção de compra de produtos para cachorros,Intenção de compra de produtos para cachorros,intencao de compra de produtos para cachorros,Programática,Consumo & Varejo,Amantes de Pets,conceito de audiência,vertical,Varejo & Consumo,Pets,,B2C,intenção de compra,Consideração | Conversão,alta,mapear
161,Intenção de compra de brinquedos para cachorros,Intenção de compra de brinquedos para cachorros,intencao de compra de brinquedos para cachorros,Programática,Consumo & Varejo,Amantes de Pets,conceito de audiência,vertical,Varejo & Consumo,Pets,,B2C,intenção de compra,Consideração | Conversão,alta,mapear
162,Intenção de compra de produtos de higiene para cachorros,Intenção de compra de produtos de higiene para cachorros,intencao de compra de produtos de higiene para cachorros,Programática,Consumo & Varejo,Amantes de Pets,conceito de audiência,vertical,Varejo & Consumo,Pets,"Saúde, Bem-estar & Beleza",B2C,intenção de compra,Consideração | Conversão,média,mapear
163,Intenção de compra de produtos antipulgas e carrapatos para cachorros,Intenção de compra de produtos antipulgas e carrapatos para cachorros,intencao de compra de produtos antipulgas e carrapatos para cachorros,Programática,Consumo & Varejo,Amantes de Pets,conceito de audiência,vertical,Varejo & Consumo,Pets,,B2C,intenção de compra,Consideração | Conversão,alta,mapear
164,Público com conexão ou vínculo com o meio acadêmico e universitário,Público com conexão ou vínculo com o meio acadêmico e universitário,publico com conexao ou vinculo com o meio academico e universitario,Programática,Educação & Carreira,Ensino Superior (Graduação & Pós),conceito de audiência,vertical,Educação & Carreira,Graduação e pós-graduação,,Transversal/indefinido,,,alta,mapear
165,"Público com interesse em negócios e pedagogia, focado em educação e ensino","Público com interesse em negócios e pedagogia, focado em educação e ensino","publico com interesse em negocios e pedagogia, focado em educacao e ensino",Programática,Educação & Carreira,Pais de Estudantes,conceito de audiência,vertical,Educação & Carreira,Outros / revisar,"Entretenimento, Conteúdo & Esportes",Transversal/indefinido,interesse/afinidade,Conhecimento | Consideração,média,mapear
166,"Público interessado nos Jogos Olímpicos de Verão, atletas e excelência esportiva (foco em Paris 2024)","Público interessado nos Jogos Olímpicos de Verão, atletas e excelência esportiva (foco em Paris 2024)","publico interessado nos jogos olimpicos de verao, atletas e excelencia esportiva (foco em paris 2024)",Programática,Saúde & Bem-estar,Fitness & Esportes (Praticantes),conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes",Esportes e futebol,,B2C,interesse/afinidade,Conhecimento | Consideração,alta,mapear
167,"Profissionais de Educação Física, Personal Trainers e Atletas","Profissionais de Educação Física, Personal Trainers e Atletas","profissionais de educacao fisica, personal trainers e atletas",Programática,Saúde & Bem-estar,Fitness & Esportes (Praticantes),conceito de audiência,vertical,"Saúde, Bem-estar & Beleza",Profissionais e empresas de saúde,"Educação & Carreira | Entretenimento, Conteúdo & Esportes | B2B, Enterprise & Indústria",B2B,cargo/função profissional,,média,mapear
168,"Público interessado nos Jogos Paralímpicos de Verão, para-atletas e excelência esportiva (foco em Paris 2024)","Público interessado nos Jogos Paralímpicos de Verão, para-atletas e excelência esportiva (foco em Paris 2024)","publico interessado nos jogos paralimpicos de verao, para-atletas e excelencia esportiva (foco em paris 2024)",Programática,Saúde & Bem-estar,Fitness & Esportes (Praticantes),conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes",Games,,B2C,interesse/afinidade,Conhecimento | Consideração,alta,mapear
169,Público com potencial para trocar de carro,Público com potencial para trocar de carro,publico com potencial para trocar de carro,Programática,Mobilidade,Intenção de Compra (Carros Novos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Compra e troca de veículos,,Transversal/indefinido,,,alta,mapear
170,Motoristas e entregadores de aplicativos,Motoristas e entregadores de aplicativos,motoristas e entregadores de aplicativos,Programática,Mobilidade,Serviços & Manutenção Automotiva,conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Categorias de veículos,,Transversal/indefinido,,,alta,mapear
171,"Pessoas no Brasil com interesse em carros, especificamente sedãs compactos","Pessoas no Brasil com interesse em carros, especificamente sedãs compactos","pessoas no brasil com interesse em carros, especificamente sedas compactos",Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Outros / revisar,,B2C,interesse/afinidade,Conhecimento | Consideração,média,mapear
172,Pessoas no Brasil com faixa de renda pessoal estimada superior a R$ 12.000.,Pessoas no Brasil com faixa de renda pessoal estimada superior a R$ 12.000,pessoas no brasil com faixa de renda pessoal estimada superior a r$ 12.000.,Programática,Mobilidade,Intenção de Compra (Carros Novos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Outros / revisar,,B2C,demográfico/socioeconômico,,média,mapear
173,"Pessoas no Brasil com interesse em carros, especificamente sedãs grandes","Pessoas no Brasil com interesse em carros, especificamente sedãs grandes","pessoas no brasil com interesse em carros, especificamente sedas grandes",Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Outros / revisar,,B2C,interesse/afinidade,Conhecimento | Consideração,média,mapear
174,"Pessoas no Brasil com interesse em carros, especificamente sedãs médios.","Pessoas no Brasil com interesse em carros, especificamente sedãs médios","pessoas no brasil com interesse em carros, especificamente sedas medios.",Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Outros / revisar,,B2C,interesse/afinidade,Conhecimento | Consideração,média,mapear
